ID,km
70014,10.428327111972807
73573,7.8141699386069225
75567,5.243855825277059
1410,10.128803304371994
4354,38.64982250813354
32630,9.26364550667087
64631,9.429501359349741
76484,10.224443255021853
65747,5.407834783670816
60478,16.586178861546106
46987,12.82813564921705
79922,11.103332566579198
26248,16.0210557597031
4135,7.809316520062092
59245,25.9154958262327
25318,10.683438809352506
29807,6.674022359437508
67572,11.414740514225409
6006,11.359064314873654
12891,6.528966255861942
64125,24.295520341310535
71340,13.530763466428434
57310,7.892945075379319
64213,3.3136858162330523
71995,12.232888917584601
57991,6.292309408801357
82784,4.499316952459635
47211,7.095324525615222
1020,5.63142742742613
68107,39.41508573320317
78938,7.328312212262027
465,16.096110872972844
82760,36.23981093706127
46998,7.189160857509668
43594,21.469739337180293
43313,12.412206320120733
21150,4.813698253067235
45389,22.057236726301156
956,15.195268889988297
81883,19.947064132610706
58278,6.261548759996029
36716,7.6323554694004745
67569,10.574134074065547
55829,8.970663560048742
4765,10.294806259654939
45662,13.45730083210533
41716,12.529474348287039
45510,9.967550073932554
8372,7.060247922412749
27494,9.820262804323388
63867,9.169484266074315
72013,38.91996472844267
83162,3.8966850628584475
747,20.04301380795568
27057,11.380043280079615
23316,5.97144925637159
64944,7.534912408933878
28962,26.98371159131528
67872,15.020709022019942
73078,10.412492531005295
77632,16.196736073370793
16050,8.184007739859027
29097,5.483767837437426
76602,8.460001935290226
69770,3.7703943242074534
83628,8.390956128002157
762,5.68155517454609
78872,7.797790376351237
59488,11.468287032615127
65109,32.682789377552616
50239,8.861979375810394
16508,2.9636443418085805
76153,8.829866077516435
74569,12.470172207570362
3671,9.225458883546773
59241,5.989529873841783
76660,7.013144242255339
70422,9.909750435732317
63323,36.6908536382961
59783,24.243291065920406
26598,8.844328496252515
919,12.884018899164369
63530,23.667409761586516
68502,9.67428864333577
16970,8.748711465660536
25382,4.670994015623952
30119,9.109622264531618
57749,6.237361261902476
9567,6.826382845617998
64874,16.33362076750437
29412,11.270498177254204
74305,9.500946920385791
32254,21.64138676434992
64228,32.951065359170435
5925,18.821730766548438
42637,8.250396318400748
70344,6.457442322641646
79991,9.224161406310417
28150,7.879591776576205
63481,7.460140652942607
75831,2.9984303916292
